Date : 2026-02-12 15:14:43
Directory : c:\Users\User\Documents\GitHub\cinabono-engine\apps
Total : 591 files,  -4156 codes, -201 comments, -1047 blanks, all -5404 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| TypeScript JSX     |         35 |      1,237 |          6 |        225 |      1,468 |
| PostCSS            |          1 |        157 |          0 |         22 |        179 |
| SCSS               |          1 |        120 |          0 |         28 |        148 |
| HTML               |          2 |         52 |          0 |          2 |         54 |
| Markdown           |          1 |         10 |          0 |          7 |         17 |
| XML                |          1 |          4 |          0 |          1 |          5 |
| JSON with Comments |         12 |       -131 |          0 |        -10 |       -141 |
| JSON               |         18 |       -566 |          0 |        -16 |       -582 |
| TypeScript         |        520 |     -5,039 |       -207 |     -1,306 |     -6,552 |
+--------------------+------------+------------+------------+------------+------------+

Directories
+------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                           | files      | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\config\tsconfig.build.json                                                             | JSON               |        -11 |          0 |         -1 |        -12 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\config\tsconfig.json                                                                   | JSON with Comments |        -11 |          0 |         -1 |        -12 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\config\vitest.config.ts                                                                | TypeScript         |         -9 |          0 |         -2 |        -11 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\package.json                                                                        | JSON               |        -34 |          0 |         -1 |        -35 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\container.ts                                                                    | TypeScript         |        -58 |          0 |        -20 |        -78 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\contracts.ts                                                                    | TypeScript         |         -6 |          0 |         -2 |         -8 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\helpers\api.ts                                                                  | TypeScript         |         -7 |          0 |         -3 |        -10 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\helpers\bindTokens.ts                                                           | TypeScript         |        -21 |         -2 |         -4 |        -27 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\helpers\decorators.ts                                                           | TypeScript         |        -13 |          0 |         -3 |        -16 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\helpers\guards.ts                                                               | TypeScript         |        -12 |          0 |         -3 |        -15 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\helpers\index.ts                                                                | TypeScript         |         -4 |          0 |         -1 |         -5 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\index.ts                                                                        | TypeScript         |        -11 |          0 |         -1 |        -12 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\src\types.ts                                                                        | TypeScript         |        -30 |          0 |         -7 |        -37 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\di\tsconfig.json                                                                       | JSON with Comments |        -17 |          0 |         -1 |        -18 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\package.json                                                             | JSON               |        -37 |          0 |         -1 |        -38 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\src\events.ts                                                            | TypeScript         |        -20 |          0 |         -3 |        -23 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\src\index.ts                                                             | TypeScript         |         -4 |          0 |         -2 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\src\patterns.ts                                                          | TypeScript         |        -11 |          0 |         -3 |        -14 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\src\types.ts                                                             | TypeScript         |        -57 |         -1 |        -12 |        -70 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\src\worker-client.ts                                                     | TypeScript         |       -108 |         -2 |        -23 |       -133 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\src\worker-handler.ts                                                    | TypeScript         |        -94 |          0 |        -17 |       -111 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine-worker\tsconfig.json                                                            | JSON with Comments |        -14 |          0 |         -1 |        -15 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\package.json                                                                    | JSON               |        -45 |          0 |         -1 |        -46 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\__tests__\PluginPlayground.test.ts                                          | TypeScript         |        -16 |         -1 |         -3 |        -20 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\__tests__\plugin-examples\extend-api.ts                                     | TypeScript         |        -28 |         -2 |         -6 |        -36 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\__tests__\plugin-examples\extend-deps.ts                                    | TypeScript         |        -20 |          0 |         -4 |        -24 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\__tests__\plugin-examples\new-wrapper.ts                                    | TypeScript         |         -7 |          0 |         -2 |         -9 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\__tests__\plugin-examples\set-setup.ts                                      | TypeScript         |        -11 |         -3 |         -5 |        -19 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\__tests__\rs-trigger.test.ts                                                | TypeScript         |        -52 |        -14 |        -16 |        -82 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\__tests__\two-buffers.test.ts                                               | TypeScript         |        -30 |         -8 |         -8 |        -46 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\builder.ts                                                      | TypeScript         |         -9 |          0 |         -3 |        -12 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\helpers\buildApiTree.ts                                         | TypeScript         |        -57 |         -3 |        -14 |        -74 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\helpers\buildCtx.ts                                             | TypeScript         |        -31 |          0 |         -8 |        -39 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\helpers\compose.ts                                              | TypeScript         |        -61 |         -2 |        -13 |        -76 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\helpers\idGen.ts                                                | TypeScript         |         -7 |         -6 |         -3 |        -16 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\helpers\index.ts                                                | TypeScript         |         -4 |          0 |         -1 |         -5 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\index.ts                                                        | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\types\contracts.ts                                              | TypeScript         |         -7 |          0 |         -3 |        -10 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\types\env.ts                                                    | TypeScript         |        -22 |         -9 |         -5 |        -36 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\builder\types\index.ts                                                  | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\configs\configs.ts                                                      | TypeScript         |        -23 |          0 |         -7 |        -30 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\configs\index.ts                                                        | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\helpers\api-factories.ts                                                | TypeScript         |        -24 |          0 |         -4 |        -28 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\helpers\guards.ts                                                       | TypeScript         |         -9 |          0 |         -3 |        -12 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\helpers\index.ts                                                        | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\index.ts                                                                | TypeScript         |         -6 |          0 |         -3 |         -9 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\public.ts                                                               | TypeScript         |         -3 |          0 |         -1 |         -4 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\token-spec\index.ts                                                     | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\token-spec\spec.ts                                                      | TypeScript         |        -22 |          0 |         -5 |        -27 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\token-spec\types.ts                                                     | TypeScript         |        -36 |          0 |         -9 |        -45 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\types\api-core.ts                                                       | TypeScript         |         -7 |         -3 |         -5 |        -15 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\types\ctx.ts                                                            | TypeScript         |        -26 |          0 |         -8 |        -34 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\types\di.ts                                                             | TypeScript         |        -25 |         -1 |         -7 |        -33 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\types\index.ts                                                          | TypeScript         |         -4 |          0 |         -1 |         -5 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\api\types\spec-utils.ts                                                     | TypeScript         |        -29 |          0 |        -10 |        -39 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\api-factories.ts                                                       | TypeScript         |         -6 |          0 |         -3 |         -9 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\configs\builders.ts                                                    | TypeScript         |        -17 |          0 |         -4 |        -21 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\configs\core.ts                                                        | TypeScript         |         -9 |          0 |         -2 |        -11 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\configs\factories.ts                                                   | TypeScript         |        -56 |          0 |         -3 |        -59 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\configs\index.ts                                                       | TypeScript         |        -12 |          0 |         -2 |        -14 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\configs\services.ts                                                    | TypeScript         |         -9 |          0 |         -2 |        -11 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\configs\stores.ts                                                      | TypeScript         |        -15 |          0 |         -2 |        -17 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\index.ts                                                               | TypeScript         |         -4 |          0 |         -1 |         -5 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\public.ts                                                              | TypeScript         |         -3 |          0 |         -1 |         -4 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\token-spec\index.ts                                                    | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\token-spec\spec.ts                                                     | TypeScript         |        -25 |         -1 |         -2 |        -28 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\token-spec\types.ts                                                    | TypeScript         |        -47 |         -1 |         -8 |        -56 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\types\di.ts                                                            | TypeScript         |         -8 |          0 |         -5 |        -13 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\deps\types\index.ts                                                         | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\engine\builder.ts                                                           | TypeScript         |        -45 |         -1 |        -11 |        -57 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\engine\engine.ts                                                            | TypeScript         |        -31 |          0 |         -7 |        -38 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\engine\helpers\buildApi.ts                                                  | TypeScript         |        -31 |         -3 |         -8 |        -42 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\engine\helpers\buildDeps.ts                                                 | TypeScript         |        -28 |         -4 |         -8 |        -40 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\engine\helpers\index.ts                                                     | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\engine\index.ts                                                             | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\engine\options.ts                                                           | TypeScript         |         -4 |          0 |         -2 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\errors\errors.ts                                                            | TypeScript         |       -107 |          0 |         -3 |       -110 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\errors\index.ts                                                             | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\errors\types.ts                                                             | TypeScript         |        -13 |          0 |         -1 |        -14 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\engineBus.ts                                                       | TypeScript         |         -4 |          0 |         -3 |         -7 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\events\core\apiEvents.ts                                           | TypeScript         |        -10 |          0 |         -3 |        -13 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\events\core\index.ts                                               | TypeScript         |         -3 |          0 |         -3 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\events\engine\eventMap.ts                                          | TypeScript         |         -3 |          0 |         -3 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\events\engine\eventPatterns.ts                                     | TypeScript         |        -22 |          0 |         -4 |        -26 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\events\engine\index.ts                                             | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\events\index.ts                                                    | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\eventBus\index.ts                                                           | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\index.ts                                                                    | TypeScript         |         -8 |          0 |         -2 |        -10 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\infra\EngineSafeRunner.ts                                                   | TypeScript         |        -20 |          0 |         -6 |        -26 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\infra\index.ts                                                              | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\infra\types.ts                                                              | TypeScript         |         -4 |          0 |         -2 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\builders\CircuitIOBuilder.ts                                   | TypeScript         |        -50 |          0 |        -12 |        -62 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\builders\ItemBuilder.ts                                        | TypeScript         |        -34 |          0 |         -9 |        -43 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\builders\RemapService.ts                                       | TypeScript         |        -65 |         -2 |        -18 |        -85 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\builders\ResultAccumulator.ts                                  | TypeScript         |        -17 |          0 |         -6 |        -23 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\builders\StructureBuilder.ts                                   | TypeScript         |       -110 |          0 |        -22 |       -132 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\builders\index.ts                                              | TypeScript         |         -5 |          0 |         -1 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\helpers.ts                                                     | TypeScript         |        -12 |          0 |         -3 |        -15 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\index.ts                                                       | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\setup.ts                                                       | TypeScript         |        -16 |          0 |         -4 |        -20 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\types\ItemBuilder.ts                                           | TypeScript         |        -26 |          0 |         -6 |        -32 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\types\StructureBuilder.ts                                      | TypeScript         |         -6 |          0 |         -2 |         -8 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\item-builder\types\index.ts                                                 | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\plugins\definePlugin.ts                                                     | TypeScript         |         -5 |          0 |         -2 |         -7 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\plugins\index.ts                                                            | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\plugins\types.ts                                                            | TypeScript         |        -32 |         -1 |         -8 |        -41 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-factory\creator.ts                                                      | TypeScript         |        -12 |          0 |         -3 |        -15 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-factory\index.ts                                                        | TypeScript         |         -3 |          0 |         -1 |         -4 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-factory\setup.ts                                                        | TypeScript         |        -21 |          0 |         -5 |        -26 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-factory\tab.ts                                                          | TypeScript         |        -19 |          0 |         -4 |        -23 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-factory\types.ts                                                        | TypeScript         |        -25 |         -2 |         -5 |        -32 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-store\index.ts                                                          | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-store\setup.ts                                                          | TypeScript         |        -15 |          0 |         -4 |        -19 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\tab-store\store.ts                                                          | TypeScript         |         -9 |          0 |         -3 |        -12 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\__tests_\IOBuilder.test.ts                                 | TypeScript         |        -41 |          0 |        -13 |        -54 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\__tests_\InnerItemsBuilder.test.ts                         | TypeScript         |        -46 |          0 |        -13 |        -59 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\__tests_\TemplateBuilder.test.ts                           | TypeScript         |        -33 |          0 |         -7 |        -40 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\builders\IOBuilder.ts                                      | TypeScript         |       -110 |          0 |        -15 |       -125 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\builders\InnerItemsBuilder.ts                              | TypeScript         |        -63 |          0 |        -13 |        -76 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\builders\StructureBuilder.ts                               | TypeScript         |        -28 |         -1 |         -9 |        -38 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\builders\TemplateBuilder.ts                                | TypeScript         |        -21 |          0 |         -6 |        -27 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\builders\index.ts                                          | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\index.ts                                                   | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\setup.ts                                                   | TypeScript         |        -25 |          0 |         -4 |        -29 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\types\StructureBuilder.ts                                  | TypeScript         |        -11 |          0 |         -3 |        -14 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\types\TemplateBuilder.ts                                   | TypeScript         |        -15 |          0 |         -4 |        -19 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\template-builder\types\index.ts                                             | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\guards\index.ts                                                   | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\guards\item.ts                                                    | TypeScript         |        -27 |          0 |         -4 |        -31 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\index.ts                                                          | TypeScript         |         -6 |          0 |         -1 |         -7 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\internal\create-single-item.ts                                    | TypeScript         |        -39 |         -5 |        -14 |        -58 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\internal\index.ts                                                 | TypeScript         |         -5 |          0 |         -1 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\internal\link-single-item.ts                                      | TypeScript         |        -43 |         -4 |        -16 |        -63 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\internal\remove-scope-deep.ts                                     | TypeScript         |        -55 |          0 |        -17 |        -72 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\internal\remove-single-item.ts                                    | TypeScript         |        -54 |         -2 |        -15 |        -71 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\internal\unlink-single-item.ts                                    | TypeScript         |        -54 |         -3 |        -15 |        -72 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\operations\factories.ts                                           | TypeScript         |        -56 |          0 |         -8 |        -64 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\operations\index.ts                                               | TypeScript         |         -5 |         -1 |         -1 |         -7 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\operations\item-options.ts                                        | TypeScript         |          0 |        -15 |         -2 |        -17 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\operations\makeInsert.ts                                          | TypeScript         |        -24 |          0 |         -2 |        -26 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\operations\makeRead.ts                                            | TypeScript         |        -19 |          0 |         -2 |        -21 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\operations\makeRemove.ts                                          | TypeScript         |        -30 |          0 |         -2 |        -32 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\operations\scope-registry.ts                                      | TypeScript         |        -61 |          0 |         -4 |        -65 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\public\CreateItems.ts                                             | TypeScript         |        -23 |          0 |         -6 |        -29 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\public\CreateTab.ts                                               | TypeScript         |        -22 |          0 |        -10 |        -32 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\public\LinkItems.ts                                               | TypeScript         |        -25 |          0 |         -6 |        -31 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\public\RemoveItems.ts                                             | TypeScript         |        -25 |          0 |         -7 |        -32 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\public\RemoveTab.ts                                               | TypeScript         |        -17 |          0 |         -6 |        -23 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\public\UnlinkItems.ts                                             | TypeScript         |        -25 |          0 |         -6 |        -31 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\public\index.ts                                                   | TypeScript         |         -6 |          0 |         -1 |         -7 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\tools\FlowTool\FlowTool.ts                                        | TypeScript         |        -58 |          0 |        -13 |        -71 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\tools\FlowTool\index.ts                                           | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\tools\FlowTool\types.ts                                           | TypeScript         |        -22 |          0 |         -6 |        -28 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\tools\index.ts                                                    | TypeScript         |         -1 |          0 |         -1 |         -2 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\src\use-cases\types.ts                                                          | TypeScript         |        -10 |          0 |         -3 |        -13 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\tsconfig.build.json                                                             | JSON               |        -16 |          0 |         -1 |        -17 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\tsconfig.json                                                                   | JSON with Comments |        -17 |          0 |         -1 |        -18 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\engine\vitest.config.ts                                                                | TypeScript         |        -10 |          0 |         -2 |        -12 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\package.json                                                          | JSON               |        -67 |          0 |         -1 |        -68 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\CallbackManager\CalbackManager.ts                                 | TypeScript         |        -14 |          0 |         -4 |        -18 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\CallbackManager\index.ts                                          | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\CallbackManager\types.ts                                          | TypeScript         |         -5 |          0 |         -3 |         -8 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\async-cache\index.ts                                              | TypeScript         |         -3 |          0 |         -1 |         -4 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\async-cache\map.cache.ts                                          | TypeScript         |        -24 |          0 |         -6 |        -30 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\async-cache\types.ts                                              | TypeScript         |        -12 |          0 |         -2 |        -14 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\async-cache\value.cache.ts                                        | TypeScript         |        -17 |          0 |         -5 |        -22 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\dispose\dispose.ts                                                | TypeScript         |        -27 |          0 |         -6 |        -33 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\dispose\index.ts                                                  | TypeScript         |         -2 |          0 |         -1 |         -3 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\dispose\types.ts                                                  | TypeScript         |         -4 |          0 |         -2 |         -6 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\eventBus\index.ts                                                 | TypeScript         |         -4 |          0 |         -1 |         -5 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\eventBus\patternEventBus.ts                                       | TypeScript         |        -46 |         -1 |         -9 |        -56 |
| c:\Users\User\Documents\GitHub\cinabono-engine\packages\entities-runtime\src\eventBus\scopedEventBus.ts                                        | TypeScript         |        -49 |         -1 |         -7 |        -57 |
